# city	citylabel	year	population
http://sws.geonames.org/535113/	Lipin Bor	2017	3771
http://sws.geonames.org/525961/	Mochalishche	2017	2225
http://sws.geonames.org/554544/	Kadoshkino	2017	4763
http://sws.geonames.org/515003/	Orenburg	2017	550204
http://sws.geonames.org/1492252/	Sheregesh	2017	10114
http://sws.geonames.org/516197/	Odoyev	2017	6386
http://sws.geonames.org/505558/	Prechistoye	2017	4894
http://sws.geonames.org/553399/	Kamensk-Shakhtinskiy	2017	75814
http://sws.geonames.org/1511146/	Azanka	2017	3210
http://sws.geonames.org/1504438/	Karaul	2017	824
http://sws.geonames.org/1491719/	Sladkovo	2017	3455
http://sws.geonames.org/542298/	Krasnomayskiy	2017	5611
http://sws.geonames.org/541647/	Krasnyy Kut	2017	14956
http://sws.geonames.org/466314/	Yurovka	2017	3510
http://sws.geonames.org/518568/	Novominskaya	2017	12049
http://sws.geonames.org/1512086/	Akademgorodok	2017	50000
http://sws.geonames.org/572278/	Borodino	2017	60
http://sws.geonames.org/473295/	Vityazevo	2017	6104
http://sws.geonames.org/561313/	Glazunovka	2017	6666
http://sws.geonames.org/542312/	Krasnokumskoye	2017	13630
http://sws.geonames.org/514906/	Orlovka	2017	3236
http://sws.geonames.org/538913/	Kurchaloy	2017	20903
http://sws.geonames.org/526504/	Milyutinskaya	2017	2743
http://sws.geonames.org/488587/	Starovelichkovskaya	2017	13111
http://sws.geonames.org/548964/	Khvatovka	2017	2301
http://sws.geonames.org/510808/	Pervoural'sk	2017	133600
http://sws.geonames.org/553514/	Kamennomostskiy	2017	7585
http://sws.geonames.org/535625/	Letnik	2017	3141
http://sws.geonames.org/517218/	Novyy Buyan	2017	3508
http://sws.geonames.org/498462/	Sary-Tyuz	2017	3188
http://sws.geonames.org/1505466/	Isetskoye	2017	7170
http://sws.geonames.org/1484892/	Zyryanskoye	2017	6285
http://sws.geonames.org/556951/	Il'skiy	2017	22970
http://sws.geonames.org/572506/	Borisova Griva	2017	1032
http://sws.geonames.org/509826/	Petrov Val	2017	14853
http://sws.geonames.org/462008/	Zubtsov	2017	7397
http://sws.geonames.org/1508285/	Chemal	2017	3284
http://sws.geonames.org/1503772/	Khanty-Mansiysk	2017	67800
http://sws.geonames.org/509104/	Platonovka	2017	3761
http://sws.geonames.org/489271/	Star'	2017	4994
http://sws.geonames.org/569132/	Chermen	2017	8550
http://sws.geonames.org/505019/	Priyutnoye	2017	5632
http://sws.geonames.org/507421/	Pokrovskoye	2017	4566
http://sws.geonames.org/536035/	Leninskoye	2017	5323
http://sws.geonames.org/477466/	Uzunovo	2017	3371
http://sws.geonames.org/501183/	Rostov	2017	33803
http://sws.geonames.org/559862/	Gorki-Leninskiye	2017	1715
http://sws.geonames.org/491019/	Sol'-Iletsk	2017	27419
http://sws.geonames.org/487095/	Strunino	2017	15483
http://sws.geonames.org/487928/	Staryy Oskol	2017	226977
http://sws.geonames.org/487928/	Stary Oskol	2017	226977
http://sws.geonames.org/468776/	Yashalta	2017	4723
http://sws.geonames.org/569934/	Chaplygin	2017	13488
http://sws.geonames.org/576663/	Bessonovka	2017	9880
http://sws.geonames.org/536200/	Leningradskaya	2017	38712
http://sws.geonames.org/510814/	Pervomayskoye	2017	4473
http://sws.geonames.org/496519/	Sertolovo	2017	43622
http://sws.geonames.org/533432/	Luknovo	2017	2614
http://sws.geonames.org/516801/	Novyy Yegorlyk	2017	3739
http://sws.geonames.org/498538/	Sarmakovo	2017	9588
http://sws.geonames.org/464310/	Zasheyek	2017	983
http://sws.geonames.org/498956/	Samoylovka	2017	8584
http://sws.geonames.org/511386/	Perepravnaya	2017	3186
http://sws.geonames.org/527761/	Melekhovo	2017	6922
http://sws.geonames.org/500695/	Rudnichnyy	2017	5555
http://sws.geonames.org/1497932/	Nazyvayevsk	2017	12284
http://sws.geonames.org/468587/	Yavas	2017	7783
http://sws.geonames.org/1492891/	Sayansk	2017	3962
http://sws.geonames.org/1502112/	Krasnogorskiy	2017	13603
http://sws.geonames.org/534015/	Losino-Petrovskiy	2017	22116
http://sws.geonames.org/535544/	Levashovo	2017	4007
http://sws.geonames.org/468866/	Yartsevo	2017	52706
http://sws.geonames.org/505538/	Pregradnoye	2017	3671
http://sws.geonames.org/2012544/	Zhemchug	2017	1800
http://sws.geonames.org/489990/	Sovetskoye	2017	3490
http://sws.geonames.org/465543/	Zainsk	2017	42044
http://sws.geonames.org/508034/	Podporozh'ye	2017	19600
http://sws.geonames.org/524699/	Mozhga	2017	47270
http://sws.geonames.org/1487048/	Vkhodnoy	2017	7819
http://sws.geonames.org/1502697/	Kondinskoye	2017	4166
http://sws.geonames.org/543508/	Kovdor	2017	19518
http://sws.geonames.org/479687/	Uchkeken	2017	15118
http://sws.geonames.org/1499385/	Manzya	2017	2298
http://sws.geonames.org/522946/	Neftegorsk	2017	4785
http://sws.geonames.org/495688/	Sharkan	2017	6523
http://sws.geonames.org/489999/	Khebda	2017	2749
http://sws.geonames.org/1503796/	Khandagayty	2017	3146
http://sws.geonames.org/541947/	Krasnoznamensk	2017	3724
http://sws.geonames.org/504341/	Pskov	2017	201990
http://sws.geonames.org/518944/	Novoderevyankovskaya	2017	6712
http://sws.geonames.org/482582/	Tlyustenkhabl'	2017	4964
http://sws.geonames.org/1501356/	Kuragino	2017	14076
http://sws.geonames.org/503453/	Pychas	2017	3183
http://sws.geonames.org/486848/	Sudislavl'	2017	5236
http://sws.geonames.org/553513/	Kamennomostskoye	2017	6316
http://sws.geonames.org/477039/	Varenikovskaya	2017	14409
http://sws.geonames.org/580862/	Arshan'	2017	3542
http://sws.geonames.org/582544/	Ali-Berdukovskiy	2017	5093
http://sws.geonames.org/468899/	Yaroslavskaya	2017	5458
http://sws.geonames.org/566363/	Detchino	2017	4838
http://sws.geonames.org/509538/	Pil'na	2017	7554
http://sws.geonames.org/471247/	Vozhd' Proletariata	2017	594
http://sws.geonames.org/488214/	Staroyur'yevo	2017	6900
http://sws.geonames.org/510878/	Pervomayskiy	2017	1086
http://sws.geonames.org/529387/	Marevo	2017	2571
http://sws.geonames.org/538046/	Kuyeda	2017	9565
http://sws.geonames.org/569122/	Chermoz	2017	4079
http://sws.geonames.org/545938/	Komarikhinskiy	2017	1510
http://sws.geonames.org/512259/	Pavda	2017	677
http://sws.geonames.org/508394/	Podgorenskiy	2017	6652
http://sws.geonames.org/462383/	Zmeyskaya	2017	6533
http://sws.geonames.org/555206/	Ivanovskoye	2017	7003
http://sws.geonames.org/1501803/	Krivodanovka	2017	9006
http://sws.geonames.org/1512019/	Aksarka	2017	2576
http://sws.geonames.org/515687/	Olenino	2017	5079
http://sws.geonames.org/518236/	Novorzhev	2017	3988
http://sws.geonames.org/548740/	Kikvidze	2017	5475
http://sws.geonames.org/483684/	Temnikov	2017	8252
http://sws.geonames.org/523405/	Nartkala	2017	33390
http://sws.geonames.org/493228/	Shuya	2017	3261
http://sws.geonames.org/565474/	Dolmatovskiy	2017	423
http://sws.geonames.org/498677/	Saratov	2017	863725
http://sws.geonames.org/478544/	Uryupinsk	2017	41644
http://sws.geonames.org/516716/	Nurlat	2017	34451
http://sws.geonames.org/570315/	Bykovo	2017	8268
http://sws.geonames.org/515879/	Oktyabr'skiy	2017	108200
http://sws.geonames.org/497450/	Semënov	2017	24300
http://sws.geonames.org/512039/	Pavlovskaya Sloboda	2017	5937
http://sws.geonames.org/1494955/	Pioner	2017	6015
http://sws.geonames.org/532314/	Madzhalis	2017	6173
http://sws.geonames.org/553374/	Kaminskiy	2017	1645
http://sws.geonames.org/523051/	Nebolchi	2017	2198
http://sws.geonames.org/581456/	Antropovo	2017	3736
http://sws.geonames.org/529610/	Manas	2017	5216
http://sws.geonames.org/522594/	Nerekhta	2017	25352
http://sws.geonames.org/461705/	Krasnolesnyy	2017	5305
http://sws.geonames.org/496610/	Sergokala	2017	8165
http://sws.geonames.org/556858/	Imeni Babushkina	2017	4026
http://sws.geonames.org/1495480/	Pavlogradka	2017	6148
http://sws.geonames.org/1497210/	Novoagansk	2017	9907
http://sws.geonames.org/1485873/	Yertarskiy	2017	1612
http://sws.geonames.org/470378/	Vyra	2017	294
http://sws.geonames.org/576093/	Blagoyevo	2017	2510
http://sws.geonames.org/1492110/	Shitkino	2017	2363
http://sws.geonames.org/539817/	Kudymkar	2017	31596
http://sws.geonames.org/473249/	Vladikavkaz	2017	317370
http://sws.geonames.org/576672/	Besskorbnaya	2017	5837
http://sws.geonames.org/489686/	Spirovo	2017	6640
http://sws.geonames.org/473903/	Vetluzhskiy	2017	13229
http://sws.geonames.org/578072/	Belgorod	2017	345289
http://sws.geonames.org/540267/	Krylovskaya	2017	14605
http://sws.geonames.org/550201/	Khiv	2017	2401
http://sws.geonames.org/561515/	Giaginskaya	2017	15169
http://sws.geonames.org/503210/	Radovitskiy	2017	1887
http://sws.geonames.org/525138/	Morshinsk	2017	43311
http://sws.geonames.org/525138/	Morshansk	2017	43311
http://sws.geonames.org/1509494/	Bol'sherech'ye	2017	12072
http://sws.geonames.org/1493648/	Rezh	2017	39216
http://sws.geonames.org/1489907/	Tayga	2017	24328
http://sws.geonames.org/523859/	Myshkin	2017	6061
http://sws.geonames.org/1490962/	Staropyshminsk	2017	1679
http://sws.geonames.org/1506676/	Gari	2017	3134
http://sws.geonames.org/1485357/	Zavodoukovsk	2017	25682
http://sws.geonames.org/506762/	Polyarnyye Zori	2017	15092
http://sws.geonames.org/568077/	Chirkey	2017	7959
http://sws.geonames.org/530886/	Maloshuyka	2017	4
http://sws.geonames.org/551443/	Kazanovka	2017	781
http://sws.geonames.org/543633/	Kotovo	2017	26981
http://sws.geonames.org/580218/	Avtury	2017	18370
http://sws.geonames.org/2012484/	Zima	2017	33323
http://sws.geonames.org/569154/	Cherkessk	2017	116224
http://sws.geonames.org/565456/	Dolzhanskaya	2017	7194
http://sws.geonames.org/524183/	Muslyumovo	2017	7406
http://sws.geonames.org/567859/	Chontaul	2017	8241
http://sws.geonames.org/582423/	Alnashi	2017	6205
http://sws.geonames.org/487255/	Strelitsa	2017	4761
http://sws.geonames.org/552974/	Karabash	2017	5149
http://sws.geonames.org/511435/	Pereleshinskiy	2017	3257
http://sws.geonames.org/545001/	Korablino	2017	14469
http://sws.geonames.org/1494941/	Pirovskoye	2017	3241
http://sws.geonames.org/541747/	Krasnyye Tkachi	2017	4054
http://sws.geonames.org/518255/	Novorossiysk	2017	241856
http://sws.geonames.org/538836/	Kurganinsk	2017	47681
http://sws.geonames.org/557390/	Ikryanoye	2017	9880
http://sws.geonames.org/465446/	Zakharovo	2017	2882
http://sws.geonames.org/2015469/	Novonukutskiy	2017	3121
http://sws.geonames.org/513309/	Pachelma	2017	8620
http://sws.geonames.org/530994/	Malka	2017	7220
http://sws.geonames.org/550366/	Khelyulya	2017	3082
http://sws.geonames.org/467524/	Yëna	2017	445
http://sws.geonames.org/1494603/	Pokrovskoye	2017	3573
http://sws.geonames.org/562450/	Fornosovo	2017	4841
http://sws.geonames.org/515804/	Tsotsin-Yurt	2017	15970
http://sws.geonames.org/553190/	Kandalaksha	2017	38431
http://sws.geonames.org/561234/	Glinka	2017	1964
http://sws.geonames.org/1508458/	Chany	2017	8923
http://sws.geonames.org/566950/	Davydovo	2017	10606
http://sws.geonames.org/549105/	Khunzakh	2017	3955
http://sws.geonames.org/462822/	Zhukovka	2017	19690
http://sws.geonames.org/1497095/	Novogornyy	2017	8132
http://sws.geonames.org/528109/	Mednogorsk	2017	30676
http://sws.geonames.org/1490590/	Sut-Khol'	2017	3051
http://sws.geonames.org/802078/	Alagir	2017	19665
http://sws.geonames.org/493316/	Shushary	2017	15503
http://sws.geonames.org/526875/	Mikhaylovka	2017	4344
http://sws.geonames.org/1506244/	Gornyy Shchit	2017	4648
http://sws.geonames.org/545267/	Konstantinovskoye	2017	5816
http://sws.geonames.org/1489900/	Tayginka	2017	1413
http://sws.geonames.org/548763/	Kikerino	2017	1995
http://sws.geonames.org/505820/	Povenets	2017	2539
http://sws.geonames.org/509475/	Pinerovka	2017	3602
http://sws.geonames.org/1500764/	Lebyazh'ye	2017	6900
http://sws.geonames.org/481117/	Tsagan Aman	2017	5769
http://sws.geonames.org/484646/	Tambov	2017	290933
http://sws.geonames.org/496954/	Serafimovskiy	2017	10360
http://sws.geonames.org/511785/	Pechory	2017	13246
http://sws.geonames.org/474120/	Veselovka	2017	294
http://sws.geonames.org/2013923/	Ust'-Kut	2017	48202
http://sws.geonames.org/507291/	Polessk	2017	7835
http://sws.geonames.org/512817/	Pankovka	2017	9828
http://sws.geonames.org/493405/	Shumyachi	2017	4607
http://sws.geonames.org/504327/	Psygansu	2017	6885
http://sws.geonames.org/509234/	Pitkyaranta	2017	13090
http://sws.geonames.org/548302/	Kirya	2017	2402
http://sws.geonames.org/552953/	Karabudakhkent	2017	13207
http://sws.geonames.org/498420/	Satis	2017	4
http://sws.geonames.org/489655/	Spokoynaya	2017	5291
http://sws.geonames.org/507599/	Pokrov	2017	15867
http://sws.geonames.org/1492663/	Serov	2017	98438
http://sws.geonames.org/569665/	Chechnya	2017	1210000
http://sws.geonames.org/467850/	Yelizavetinskoye	2017	3316
http://sws.geonames.org/2012593/	Zeya	2017	26999
http://sws.geonames.org/468250/	Yegor'yevsk	2017	85200
http://sws.geonames.org/477656/	Uva	2017	19143
http://sws.geonames.org/553159/	Kanelovskaya	2017	4332
http://sws.geonames.org/483650/	Temyasovo	2017	3524
http://sws.geonames.org/499099/	Kuybyshev	2017	1134730
http://sws.geonames.org/499099/	Kuibyschew	2017	1134730
http://sws.geonames.org/499099/	Samara	2017	1134730
http://sws.geonames.org/499099/	Kuibyshev	2017	1134730
http://sws.geonames.org/496381/	Severnoye	2017	4695
http://sws.geonames.org/505597/	Pravdinskiy	2017	10372
http://sws.geonames.org/539385/	Kuloy	2017	6557
http://sws.geonames.org/515028/	Orekhovo	2017	100
http://sws.geonames.org/795067/	Gedzhukh	2017	6816
http://sws.geonames.org/466710/	Yuganets	2017	2991
http://sws.geonames.org/467120/	Yershov	2017	23681
http://sws.geonames.org/545752/	Komsomolets	2017	3143
http://sws.geonames.org/485871/	Suvorovskaya	2017	17261
http://sws.geonames.org/512570/	Parfino	2017	8254
http://sws.geonames.org/528137/	Mechetinskaya	2017	6517
http://sws.geonames.org/513406/	Ozërsk	2017	5705
http://sws.geonames.org/541722/	Krasnyy Gulyay	2017	3080
http://sws.geonames.org/558312/	Gryazi	2017	47413
http://sws.geonames.org/543018/	Koz'modem'yansk	2017	22700
http://sws.geonames.org/510512/	Peski	2017	3705
http://sws.geonames.org/562389/	Frolovo	2017	40882
http://sws.geonames.org/478080/	Ust'-Izhora	2017	1127
http://sws.geonames.org/467819/	Yelkhovka	2017	3142
http://sws.geonames.org/562445/	Fosforitnyy	2017	4158
http://sws.geonames.org/580048/	Azovskaya	2017	3960
http://sws.geonames.org/509926/	Petrovskiy	2017	2943
http://sws.geonames.org/496638/	Sergiyev Posad	2017	109252
http://sws.geonames.org/524627/	Muchkapskiy	2017	7814
http://sws.geonames.org/507612/	Pokoynoye	2017	9175
http://sws.geonames.org/2012735/	Zaigrayevo	2017	5512
http://sws.geonames.org/499439/	Safonovo	2017	4578
http://sws.geonames.org/1507565/	Dalmatovo	2017	14526
http://sws.geonames.org/2013030/	Yekaterinovka	2017	3555
http://sws.geonames.org/488881/	Starobaltachevo	2017	5612
http://sws.geonames.org/503878/	Pustoshka	2017	5253
http://sws.geonames.org/520555/	Nizhniy Novgorod	2017	1284164
http://sws.geonames.org/542327/	Krasnokamsk	2017	52689
http://sws.geonames.org/1509847/	Bograd	2017	4623
http://sws.geonames.org/489910/	Sozimskiy	2017	1968
http://sws.geonames.org/562161/	Galich	2017	18594
http://sws.geonames.org/494378/	Shimorskoye	2017	3727
http://sws.geonames.org/1500485/	Listvyagi	2017	4627
http://sws.geonames.org/520574/	Nizhniy Lomov	2017	23835
http://sws.geonames.org/505014/	Priyutovo	2017	20847
http://sws.geonames.org/568785/	Chernomorskiy	2017	8454
http://sws.geonames.org/464616/	Zarechnyy	2017	1335
http://sws.geonames.org/580881/	Arsaki	2017	3059
http://sws.geonames.org/1485354/	Zavodouspenskoye	2017	1441
http://sws.geonames.org/523186/	Navlya	2017	13735
http://sws.geonames.org/523560/	Nagutskoye	2017	3146
http://sws.geonames.org/549531/	Khorlovo	2017	3852
http://sws.geonames.org/502010/	Revda	2017	9780
http://sws.geonames.org/553884/	Kalyazin	2017	14655
http://sws.geonames.org/1504317/	Kartaly	2017	28503
http://sws.geonames.org/535678/	Lesnyye Polyany	2017	1731
http://sws.geonames.org/512152/	Pavlovka	2017	5944
http://sws.geonames.org/1485721/	Yurgamysh	2017	7888
http://sws.geonames.org/524907/	Moskovskoye	2017	5482
http://sws.geonames.org/565774/	Dobryatino	2017	1934
http://sws.geonames.org/568587/	Chernyanka	2017	15261
http://sws.geonames.org/512903/	Panfilovo	2017	289
http://sws.geonames.org/557413/	Iki-Burul	2017	3709
http://sws.geonames.org/1495259/	Pervomayskoye	2017	5103
http://sws.geonames.org/1488735/	Tyungur	2017	430
http://sws.geonames.org/553955/	Kalnibolotskaya	2017	6578
http://sws.geonames.org/575423/	Bokino	2017	4016
http://sws.geonames.org/497206/	Semiluki	2017	26257
http://sws.geonames.org/547677/	Kletskaya	2017	5362
http://sws.geonames.org/1502603/	Kopeysk	2017	70780
http://sws.geonames.org/517947/	Novosil'	2017	3989
http://sws.geonames.org/559400/	Gorshechnoye	2017	6758
http://sws.geonames.org/484340/	Tarhovka	2017	7000
http://sws.geonames.org/506738/	Pomary	2017	1500
http://sws.geonames.org/1500125/	Lyubinskiy	2017	10461
http://sws.geonames.org/479123/	Ul'yanovsk	2017	640680
http://sws.geonames.org/515966/	Oksovskiy	2017	2123
http://sws.geonames.org/1489530/	Tobol'sk	2017	113800
http://sws.geonames.org/495206/	Shchigry	2017	19198
http://sws.geonames.org/474761/	Verkhniy Zgid	2017	208
http://sws.geonames.org/554830/	Izhma	2017	3599
http://sws.geonames.org/486043/	Surskoye	2017	7324
http://sws.geonames.org/527529/	Menzelinsk	2017	16858
http://sws.geonames.org/1485323/	Zaykovo	2017	4731
http://sws.geonames.org/1511846/	Aleksandrovskoye	2017	7999
http://sws.geonames.org/502345/	Rechitsy	2017	3436
http://sws.geonames.org/558799/	Gribanovskiy	2017	17220
http://sws.geonames.org/479071/	Umba	2017	6128
http://sws.geonames.org/488206/	Starozhilovo	2017	5147
http://sws.geonames.org/569681/	Chebsara	2017	1742
http://sws.geonames.org/557842/	Gusevskiy	2017	3473
http://sws.geonames.org/520278/	Nizhnepavlovka	2017	3691
http://sws.geonames.org/528741/	Maslova Pristan'	2017	5669
http://sws.geonames.org/551646/	Kayakent	2017	11805
http://sws.geonames.org/547591/	Klimovo	2017	14482
http://sws.geonames.org/522902/	Nekhayevskiy	2017	4714
http://sws.geonames.org/542452/	Krasnoarmeyskiy	2017	3716
http://sws.geonames.org/485162/	Syrostan	2017	1200
http://sws.geonames.org/1497220/	Novichikha	2017	4460
http://sws.geonames.org/564241/	Dukhovnitskoye	2017	5943
http://sws.geonames.org/504414/	Pryamukhino	2017	250
http://sws.geonames.org/578091/	Belëv	2017	15300
http://sws.geonames.org/2012561/	Zheleznodorozhnyy	2017	7629
http://sws.geonames.org/1509929/	Bobrovskiy	2017	5198
http://sws.geonames.org/496802/	Sergach	2017	22361
http://sws.geonames.org/554692/	Kabakovo	2017	3078
http://sws.geonames.org/501175/	Rostov-on-Don	2017	1074482
http://sws.geonames.org/496859/	Seredka	2017	3724
http://sws.geonames.org/488847/	Starodubskoye	2017	4104
http://sws.geonames.org/584059/	Agalatovo	2017	5028
http://sws.geonames.org/513362/	Ozherel'ye	2017	10618
http://sws.geonames.org/496159/	Shablykino	2017	3848
http://sws.geonames.org/483613/	Tëplaya Gora	2017	4400
http://sws.geonames.org/492708/	Sinyavskoye	2017	3715
http://sws.geonames.org/542000/	Krasnoye Selo	2017	43134
http://sws.geonames.org/1496990/	Novokuznetsk	2017	539616
http://sws.geonames.org/568608/	Chernushka	2017	35942
http://sws.geonames.org/557906/	Gur'yevsk	2017	11474
http://sws.geonames.org/553915/	Kaluga	2017	338978
http://sws.geonames.org/1499668/	Malysheva	2017	9955
http://sws.geonames.org/583578/	Aktanysh	2017	8163
http://sws.geonames.org/2015576/	Tankhoy	2017	1028
http://sws.geonames.org/562878/	Fershampenuaz	2017	4403
http://sws.geonames.org/522775/	Nelidovo	2017	25349
http://sws.geonames.org/554502/	Kadyy	2017	3783
http://sws.geonames.org/466423/	Yurino	2017	4199
http://sws.geonames.org/522945/	Neftegorsk	2017	19542
http://sws.geonames.org/1496511/	Novyy Urengoy	2017	94212
http://sws.geonames.org/550671/	Kharabali	2017	18223
http://sws.geonames.org/581128/	Argudan	2017	8250
http://sws.geonames.org/500096/	Ryazan'	2017	520173
http://sws.geonames.org/500096/	Ryazan	2017	520173
http://sws.geonames.org/495619/	Shar'ya	2017	29800
http://sws.geonames.org/561501/	Gigant	2017	10034
http://sws.geonames.org/556961/	Ilovlya	2017	11930
http://sws.geonames.org/2012450/	Zolotinka	2017	548
http://sws.geonames.org/537604/	Kuzomen'	2017	78
http://sws.geonames.org/509026/	Plesetsk	2017	10870
http://sws.geonames.org/554873/	Izborsk	2017	1003
http://sws.geonames.org/489743/	Spasskoye-Lutovinovo	2017	1411
http://sws.geonames.org/523382/	Naryshkino	2017	9600
http://sws.geonames.org/544896/	Korenovsk	2017	41665
http://sws.geonames.org/520552/	Nizhniy Odes	2017	11165
http://sws.geonames.org/542322/	Krasnokholm	2017	6041
http://sws.geonames.org/452949/	Udomlya	2017	32373
http://sws.geonames.org/568400/	Cherusti	2017	2867
http://sws.geonames.org/1500665/	Leninsk-Kuznetskiy	2017	109023
http://sws.geonames.org/1492607/	Severnoye	2017	5373
http://sws.geonames.org/554894/	Izberbash	2017	42121
http://sws.geonames.org/463637/	Zernograd	2017	29268
http://sws.geonames.org/571634/	Breytovo	2017	3632
http://sws.geonames.org/490211/	Sosnovoborsk	2017	7299
http://sws.geonames.org/495515/	Shaturtorf	2017	3312
http://sws.geonames.org/1492589/	Severnyy	2017	235
http://sws.geonames.org/535886/	Lermontov	2017	23369
http://sws.geonames.org/535183/	Linda	2017	5489
http://sws.geonames.org/563514/	Elista	2017	106971
http://sws.geonames.org/554776/	Iznoski	2017	1905
http://sws.geonames.org/1492893/	Sayanogorsk	2017	49939
http://sws.geonames.org/1491055/	Stantsionno-Oyashinskiy	2017	4689
http://sws.geonames.org/2016205/	Sotnikovo	2017	4396
http://sws.geonames.org/569696/	Cheboksary	2017	446781
http://sws.geonames.org/496879/	Serebryanyye Prudy	2017	8953
http://sws.geonames.org/1507934/	Chervishevo	2017	3113
http://sws.geonames.org/524573/	Mukhanovo	2017	652
http://sws.geonames.org/1538637/	Seversk	2017	109844
http://sws.geonames.org/546742/	Kodino	2017	1970
http://sws.geonames.org/565284/	Donskoye	2017	4305
http://sws.geonames.org/1494456/	Polysayevo	2017	28026
http://sws.geonames.org/582533/	Alikovo	2017	2886
http://sws.geonames.org/519027/	Novobelokatay	2017	5923
http://sws.geonames.org/1494114/	Prokop'yevsk	2017	219000
http://sws.geonames.org/1486983/	Volchikha	2017	11212
http://sws.geonames.org/543494/	Kovernino	2017	6759
http://sws.geonames.org/558707/	Grigoropolisskaya	2017	9310
http://sws.geonames.org/2015833/	Svobodnyy	2017	61017
http://sws.geonames.org/508101/	Podol'sk	2017	179400
http://sws.geonames.org/1493722/	Rebrikha	2017	8858
http://sws.geonames.org/546092/	Kolpny	2017	7081
http://sws.geonames.org/503772/	Puteyets	2017	1223
http://sws.geonames.org/505154/	Pristen'	2017	5463
http://sws.geonames.org/1485680/	Yurty	2017	5902
http://sws.geonames.org/564764/	Dubki	2017	5576
http://sws.geonames.org/478130/	Ust'-Dzheguta	2017	34001
http://sws.geonames.org/549235/	Khristoforovo	2017	817
http://sws.geonames.org/490172/	Sosnovyy Bor	2017	68563
http://sws.geonames.org/467854/	Yelizavetinskaya	2017	19306
http://sws.geonames.org/519473/	Novaya Tavolzhanka	2017	5053
http://sws.geonames.org/508237/	Podlesnoye	2017	4149
http://sws.geonames.org/490196/	Sosnovskoye	2017	4
http://sws.geonames.org/511980/	Pavshuno	2017	1020
http://sws.geonames.org/526605/	Mikulino	2017	1292
http://sws.geonames.org/2017042/	Selikhino	2017	4722
http://sws.geonames.org/549191/	Khryashchevka	2017	3210
http://sws.geonames.org/1484943/	Zverinogolovskoye	2017	4400
http://sws.geonames.org/462413/	Zlynka	2017	5260
http://sws.geonames.org/502540/	Rayevskiy	2017	20060
http://sws.geonames.org/1500609/	Lesogorsk	2017	5809
http://sws.geonames.org/487464/	Stodolishche	2017	3198
http://sws.geonames.org/1496124/	Onokhino	2017	3012
http://sws.geonames.org/1495385/	Pelym	2017	3647
http://sws.geonames.org/1489138/	Tselinnoye	2017	5836
http://sws.geonames.org/483029/	Tikhoretsk	2017	64387
http://sws.geonames.org/1493423/	Russkaya Polyana	2017	6454
http://sws.geonames.org/538508/	Kurumoch	2017	6443
http://sws.geonames.org/556430/	Imeni Zhelyabova	2017	1261
http://sws.geonames.org/478197/	Uspenskoye	2017	11843
http://sws.geonames.org/1488167/	Ust'-Koksa	2017	4008
http://sws.geonames.org/466349/	Yurla	2017	4058
http://sws.geonames.org/523655/	Nadterechnoye	2017	7877
http://sws.geonames.org/480484/	Tuma	2017	6432
http://sws.geonames.org/540740/	Krotovka	2017	5398
http://sws.geonames.org/1509999/	Blagoveshchenka	2017	12319
http://sws.geonames.org/1498887/	Miasskoye	2017	9524
http://sws.geonames.org/472714/	Volkhovskiy	2017	2975
http://sws.geonames.org/1490796/	Strezhevoy	2017	44784
http://sws.geonames.org/550234/	Khislavichi	2017	4496
http://sws.geonames.org/542133/	Krasnoyarskiy	2017	3218
http://sws.geonames.org/523583/	Nagorsk	2017	4982
http://sws.geonames.org/536518/	Lebedyan'	2017	22970
http://sws.geonames.org/1507926/	Chesma	2017	5789
http://sws.geonames.org/2012886/	Ynykchanskiy	2017	379
http://sws.geonames.org/1509897/	Bogashevo	2017	3773
http://sws.geonames.org/503374/	Pytalovo	2017	6767
http://sws.geonames.org/1496441/	Nyda	2017	2078
http://sws.geonames.org/472350/	Volosovsky Region	2017	47925
http://sws.geonames.org/547891/	Kiyevskoye	2017	4727
http://sws.geonames.org/2016357/	Sogdiondon	2017	566
http://sws.geonames.org/871870/	Mursalimkino	2017	2527
http://sws.geonames.org/2016277/	Solov'yëvsk	2017	3066
http://sws.geonames.org/519447/	Novaya Usman'	2017	22165
http://sws.geonames.org/563534/	El'brus	2017	3300
http://sws.geonames.org/507977/	Podstepki	2017	3140
http://sws.geonames.org/527370/	Mesyagutovo	2017	9780
http://sws.geonames.org/581126/	Argun	2017	28100
http://sws.geonames.org/541791/	Krasnyye Chetai	2017	2954
http://sws.geonames.org/1488920/	Turochak	2017	5514
http://sws.geonames.org/551438/	Kazanskaya	2017	4946
http://sws.geonames.org/472459/	Vologda	2017	294889
http://sws.geonames.org/490466/	Sortavala	2017	20760
http://sws.geonames.org/505271/	Primorsk	2017	3235
http://sws.geonames.org/538061/	Kuybyshevo	2017	5790
http://sws.geonames.org/563523/	Elektrostal	2017	144387
http://sws.geonames.org/563523/	Elektrostal'	2017	144387
http://sws.geonames.org/533377/	Luk'yanovo	2017	213
http://sws.geonames.org/480685/	Tuchkovo	2017	16826
http://sws.geonames.org/1494949/	Pionerskiy	2017	5348
http://sws.geonames.org/493452/	Shumikhinskiy	2017	2192
http://sws.geonames.org/2015352/	Terney	2017	3876
http://sws.geonames.org/1511364/	Artybash	2017	1200
http://sws.geonames.org/500060/	Ryazanskaya	2017	5157
http://sws.geonames.org/557588/	Idritsa	2017	5623
